7.808700085,0.031156305,7.869766235,7.747633934,10.63926697,0.954329729,71.9008255,0.949172199,-0.059482019,0.195444584,1.285189509,1.499525905,0.961271405,0.66231674,0.159670442,0.477857262,2.762835026
7.645599842,0.033492286,7.711244583,7.579955101,10.77400112,0.955990791,72.40250397,0.951444268,0.066201776,0.168489456,1.326948524,1.503449202,0.979332566,0.665039897,0.242793396,0.495260328,2.432740688
7.559899807,0.035014171,7.628527641,7.491271973,10.97993279,0.942846596,74.10244751,0.921336651,0.105911039,0.303728431,1.39077425,1.472403407,1.040533185,0.62895447,0.269055754,0.407945901,2.35026741
7.504499912,0.059615862,7.621346951,7.387652874,10.77255917,0.974669576,73,0.948891878,0.246944219,0.711709738,1.326501608,1.547567487,1.000843406,0.661980748,0.362330228,0.144540772,2.460688114
7.487999916,0.034837384,7.55628109,7.419718742,11.08780384,0.952486575,73.20078278,0.955750287,0.13453263,0.263218194,1.42420733,1.495172501,1.008071899,0.670200884,0.287985086,0.434100568,2.168266296
7.448900223,0.02779175,7.503372192,7.394428253,10.81271172,0.93913883,72.30091858,0.908547819,0.20761244,0.364717126,1.338946342,1.463645935,0.975675344,0.61362648,0.336317569,0.368569762,2.352117062
7.353499889,0.036234196,7.424519062,7.282480717,10.75879383,0.926311195,72.60076904,0.939144194,0.111614622,0.250880182,1.322235227,1.433347702,0.986470461,0.650297701,0.272827893,0.442066371,2.246299267
7.299600124,0.039465468,7.376952648,7.222247601,10.50094318,0.949118972,73.20262909,0.936217487,0.191598073,0.22113885,1.242317915,1.48721838,1.008138299,0.646789908,0.325726211,0.461268276,2.128108025
7.294199944,0.033365164,7.359595776,7.228804111,10.7428236,0.928045869,73.00250244,0.899989486,0.085429221,0.499954879,1.317285538,1.437444925,1.000933528,0.603368878,0.255509764,0.281256139,2.398446083
7.237500191,0.030851794,7.297969818,7.177030563,11.45068073,0.906912208,72.59999847,0.90563643,-0.004620588,0.367084295,1.536676049,1.387528419,0.986442685,0.610137045,0.19595392,0.367041469,2.153700352
7.23210001,0.04040546,7.311294556,7.152905464,10.69236851,0.927176654,73.60160065,0.933913231,0.124770768,0.390843362,1.301647663,1.435391903,1.022501945,0.644028127,0.28152892,0.351701856,2.195269108
7.222799778,0.041841116,7.30480814,7.140791416,10.72059631,0.944854617,73.60453796,0.915431738,0.19046016,0.41516912,1.310396433,1.477146268,1.022607684,0.621877193,0.324973613,0.335996419,2.129804134
7.164500237,0.037161909,7.237337589,7.091662884,10.60013485,0.93668282,72.30160522,0.834743679,0.263732493,0.435915917,1.273061037,1.457844973,0.97570008,0.525168657,0.373433441,0.322601646,2.236721992
7.128600121,0.042515181,7.211929798,7.045270443,10.41752529,0.913571239,73.20025635,0.747580588,0.10259372,0.78085506,1.216463685,1.403256774,1.008052945,0.420699477,0.266861796,0.09989845,2.713358402
7.121399879,0.044816118,7.209239483,7.033560276,9.658156395,0.901545942,71.29985046,0.934738934,-0.10242971,0.786332428,0.981107712,1.374853611,0.939635336,0.645017743,0.131266311,0.096362092,2.953135014
7.093699932,0.039863452,7.171832085,7.01556778,11.16097832,0.942081571,72.30078888,0.886982977,0.145784974,0.357184172,1.446886778,1.470596433,0.975670695,0.587779939,0.295426995,0.373433262,1.943878174
7.075799942,0.035609804,7.145595074,7.00600481,10.7328186,0.898874462,72.20201874,0.867371082,0.080179386,0.456422031,1.314184546,1.368543744,0.972114801,0.564274132,0.252037704,0.309362292,2.295249462
6.939599991,0.047316168,7.032339573,6.846860409,10.92576885,0.914219022,68.29949951,0.842619538,0.149891734,0.699715316,1.37398684,1.404786706,0.831618011,0.534608245,0.298143059,0.152284741,2.344124794
6.910900116,0.042891297,6.994966984,6.826833248,10.40416336,0.914430678,70.04793549,0.818537354,-0.230861515,0.85844624,1.212322354,1.40528667,0.89456445,0.505744576,0.046325929,0.049803223,2.796808243
6.863500118,0.034370355,6.930866241,6.796133995,10.6736393,0.911632538,72.00164795,0.813582063,-0.078691199,0.612297952,1.295842767,1.398677588,0.964901149,0.499805421,0.146966159,0.208724052,2.348626614
6.790800095,0.040698379,6.870568752,6.711031437,11.1099987,0.849181116,67.08278656,0.941345513,0.123450845,0.594502211,1.431086421,1.251170993,0.787814438,0.652936101,0.28065598,0.220213518,2.166965961
6.772799969,0.042958103,6.856997967,6.688601971,10.53383827,0.93037951,72.19999695,0.924911439,0.214965805,0.658547282,1.252513289,1.442956924,0.972042024,0.633239031,0.341180831,0.178864077,1.952012062
6.663799763,0.037576791,6.737450123,6.590149403,10.58422279,0.937103748,73.80193329,0.825467646,-0.130641967,0.583521128,1.268129349,1.458839178,1.029714227,0.514050901,0.112607703,0.227303237,2.053198338
6.465000153,0.048122469,6.559319973,6.370680332,9.797797203,0.838665426,68.29902649,0.858709276,-0.175266623,0.806821585,1.024387479,1.226333499,0.831601024,0.553892553,0.083094485,0.083133668,2.662540197
6.45539999,0.039139576,6.532113552,6.378686428,10.77568531,0.894309103,69.59999847,0.77153033,-0.073198698,0.73188293,1.327470541,1.357760668,0.878437996,0.449404389,0.150598705,0.131516352,2.160238743
6.440100193,0.045419082,6.529121399,6.351078987,9.948192596,0.92281127,69.00254822,0.892395437,-0.101103112,0.635994136,1.071000457,1.425081134,0.856928885,0.59426707,0.132143691,0.193425074,2.167276382
6.406499863,0.056533612,6.517305851,6.295693874,10.79781246,0.874067068,66.30514526,0.854191244,-0.168695062,0.682619512,1.334328532,1.309950113,0.759818137,0.548477471,0.087440684,0.163322315,2.203118801
6.400899887,0.04230037,6.483808517,6.317991257,10.46292686,0.921125412,74.40270996,0.751989543,-0.050961714,0.765859902,1.230535269,1.421099186,1.051343083,0.425983816,0.16530548,0.109579779,1.997088432
6.398900032,0.058398303,6.5133605,6.284439564,8.924805641,0.816621482,64.8089447,0.908147573,-0.042938665,0.783237457,0.753815711,1.174267054,0.705952585,0.613146722,0.170611665,0.0983603,2.882723093
6.38740015,0.043288074,6.47224474,6.302555561,10.48183632,0.889878571,73.60168457,0.66465199,-0.043460999,0.873404682,1.236396074,1.347296,1.022504926,0.321305573,0.170266211,0.040145598,2.249505997
6.377099991,0.033258967,6.442287445,6.311912537,11.39552116,0.910268962,76.80458069,0.926645339,0.029879224,0.109784193,1.519580126,1.39545691,1.137814283,0.635317206,0.218770906,0.533162236,0.937031746
6.375599861,0.040790688,6.455549717,6.295650005,9.56643486,0.896723807,66.48016357,0.799804807,-0.101812392,0.770601273,0.952679873,1.363464117,0.766119063,0.483292729,0.131674588,0.106518604,2.571860313
